입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
NIT0026,1,감정장비(배양기) 구매,물품,총액계약,제한경쟁,적격심사제,Y,국방부조사본부,1291063,국방부조사본부,1291063,87.995,14594932,14520000,13200000,2024-11-07,11:00,개찰완료,13750000,94.21,2024-11-07,(주) 솔포스텍,오문진,오문진,211-88-02227,"서울특별시 송파구 송파대로24길5-6 (가락동,1층)"
SCK0143,1,마약검사 키트(6종) 등 2종 구매,물품,총액계약,일반경쟁,적격심사제,Y,해군교육사령부,1290330,해군교육사령부,1290330,87.995,27776139,27790000,25772727,2024-11-07,10:30,개찰완료,24441670,87.995,2024-11-07,플러스컴퍼니,이태우,이태우,138-48-00457,인천광역시 중구 참외전로114-1 (인현동)
SFC0136,1,아크릴표지판 등 193품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,11849322,11902500,10820455,2024-11-07,10:30,개찰완료,10426937,87.996,2024-11-08,에스엘,한지선,한지선,652-11-02426,"경기도 하남시 덕산로39-0 (덕풍동, 한솔리치빌아파트1단지) 108-1803"
UMM1227,1,(24F250-I) 가지치기 및 수목제거 용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,58920521,58797323,55404418,2024-11-07,11:00,개찰완료,51847300,87.995,2024-11-07,주식회사 남우,조소영,조소영,123-86-16925,"경기도 수원시 영통구 대학로34,  906호 (이의동)"
EBB0345,1,K10 탄약운반차량 구성품 외주정비,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,3241541000,0,2024-11-08,11:00,유찰,,,,,,,,
EM10003,2,울산급 Batch-IV 통합기관제어체계 체계개발,물품,총액계약,협상에의한계약(서류),협상,N,방위사업청,1690000,방위사업청,1690000,,,14495000000,0,2024-11-08,13:00,개찰완료,14495000000,,2024-12-16,한화시스템(주),손재일,,513-81-17175,경상북도 구미시 산호대로264-60 (공단동)
EM10002,2,울산급 Batch-Ⅳ 무장통제장비(4종) 체계개발,물품,총액계약,수의계약,협상,N,방위사업청,1690000,방위사업청,1690000,,,33024000000,0,2024-11-08,13:00,개찰완료,33024000000,,2024-12-16,엘아이지넥스원주식회사,신익현,,215-86-35051,경기도 용인시 기흥구 마북로207(마북동)
LQH0049,1,금곡 예비군훈련 관리체계 통합시험평가 용역,용역,총액계약,제한경쟁,적격심사제,Y,제3697부대,ZD00248,제3697부대,ZD00248,87.745,,58294110,54054545,2024-11-08,11:00,유찰,,,,,,,,
MDJ0060,1,의무장비(환자관찰장치 중앙 침상형) 구매계약,물품,총액계약,일반경쟁,적격심사제,Y,국군대전병원,ZD00241,국군대전병원,ZD00241,87.995,116355750,117647040,109090909,2024-11-08,10:30,개찰완료,102390800,87.998,2024-11-08,연우마켓,장연우,장연우,388-64-00479,경기도 화성시 남양읍 역골중앙로118 (동광뷰엘) 103동 2103호
HCM0068,1,외곽펜스 조명시설 관급자재 가로등주 제조구매 F002,물품,총액계약,제한경쟁,적격심사제,Y,공군교육사령부,ZD00172,공군교육사령부,ZD00172,87.995,191430013,191088235,177190909,2024-11-11,11:00,개찰완료,168481868,88.012,2024-11-11,에스디솔루션 주식회사,한영상,박신해,750-86-01530,경상남도 김해시 주촌면 서부로1499번길110
LDH0860,1,(정비) 연마포 등 12종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,25717849,25632000,23768545,2024-11-11,13:00,개찰완료,22660220,88.11,2024-11-11,지앤와이일렉텍(주),김보영,김양기,113-81-89367,서울특별시 구로구 경인로53길15-0 (구로동) 중앙유통단지 가동 3116호
MCL0005,1,24~25 재외무관부 긴급 의료 이·후송 및 구난서비스,용역,총액계약,2단계경쟁(동시),최저가격제,N,국방정보본부,1290277,국방정보본부,1290277,0,,134313725,124545455,2024-11-11,10:00,유찰,,,,,,,,
SCG0034,1,넥타이핀 등 4종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군본부,1290326,해군본부,1290326,87.995,30181269,30390000,28181818,2024-11-11,11:00,개찰완료,26562750,88.01,2024-11-11,율로실업,나유진,나유진,270-09-00602,"충청남도 천안시 서북구 한들3로100 (백석동, 백석마을 아이파크) 107-2401"
SCN0180,1,24~27 00마을 아파트 시설관리용역,용역,총액계약,지명경쟁,최저가격제,N,제7001부대,ZD00259,제7001부대,ZD00259,0,,2010000000,1871259055,2024-11-11,10:30,유찰,,,,,,,,
SCN0181,1,25~27 00아파트 시설관리용역,용역,총액계약,지명경쟁,최저가격제,N,제7001부대,ZD00259,제7001부대,ZD00259,0,,1550000000,1441834364,2024-11-11,10:30,유찰,,,,,,,,
UMM1223,1,24~25-N-폭발물 원격 이동기 구매,물품,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,82.995,334355737,332900000,308690909,2024-11-11,11:00,개찰완료,277516130,83,2024-11-11,로템컴퍼니,최우준,최우준,362-17-01846,"서울특별시 양천구 오목로23길38, 102호(신정동, 중앙빌라)"
EK40004,2,다기능관측경 3차 사업,물품,총액계약,협상에의한계약(서류),협상,N,방위사업청,1690000,방위사업청,1690000,,,12556927337,0,2024-11-11,15:00,개찰완료,12553000000,,2025-11-25,(주)이오시스템,한정규,,137-81-09108,인천광역시 서구 가재울로38-0 (가좌동)
EBB0346,1,2024 K10신형제독장치 부품(동력장치 및 기타)(제조),물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,1756733000,0,2024-11-12,10:30,순위확정,,,,,,,,
EPA0031,1,TA-50 Block2 지원장비류,물품,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,99573000,0,2024-11-12,11:30,유찰,,,,,,,,
HCM0067,1,24-09-328 신호발생기 1품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,공군교육사령부,ZD00172,공군교육사령부,ZD00172,87.995,28859322,28928235,26880000,2024-11-12,11:00,개찰완료,25395606,87.997,2024-11-12,VOK(비전오브코리아),전진순,전진순,212-24-97123,"경기도 남양주시 진접읍 해밀예당1로50-47, 506호 C95(리첸타워)"
LCG0096,2,[24-육-268] 후반기 예비군지휘관 근무복류 제조,물품,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,87.995,,9159920,8327200,2024-11-12,12:30,순위확정,,,,,,,,
LCG0097,1,[24-육-280] 법률도서 구매 4차,물품,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,90,3342657,3329300,3026636,2024-11-12,12:30,개찰완료,3008678,90.008,2024-11-12,퍼스트인,오혜인,오혜인,140-16-02229,"전라남도 목포시 영산로93-1, 3층 356호 (명륜동)"
LCG0099,1,[24-육-279] 육군인권존중센터 홍보물품 구매(모자),물품,총액계약,제한경쟁,적격심사제,Y,육군본부,1290298,육군본부,1290298,87.995,17137032,17042000,15492727,2024-11-12,12:30,개찰완료,15080800,88.001,2024-11-12,평화상사,성혜정,성혜정,793-44-00367,"경기도 남양주시 와부읍 덕소로213-0, 102동 504호(덕소강변서희스타힐스)"
LDH0818,2,(자재) 부품제작자재 와이어조립체 등 51종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,40345000,37411293,2024-11-12,13:00,유찰,,,,,,,,
LDH0863,1, K9자주포 보조통접착물 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,5214037,5169000,4793768,2024-11-12,13:00,개찰완료,4630000,88.798,2024-11-12,우진테크,김우진,김우진,602-18-52099,경상남도 김해시 분성로557번길60-7 (어방동)
LDH0864,1,K9자주포 베어링등15종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,5732000,5315715,2024-11-12,13:00,유찰,,,,,,,,
LDH0865,1,K9자주포 나사 캡식 6각 머리형등9종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,4179000,3875354,2024-11-12,13:00,유찰,,,,,,,,
LDH0867,1,K10탄운차 집적회로등2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,3319000,3078275,2024-11-12,13:00,유찰,,,,,,,,
LDH0869,1, 통신 연결기 등 9품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,12508000,11599031,2024-11-12,13:00,유찰,,,,,,,,
LDH0870,1,통신 집적회로 등 10품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,10413000,9656243,2024-11-12,13:00,유찰,,,,,,,,
LDH0871,1,K77지휘차 개스킷 등 11종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,4112085,4150000,3848470,2024-11-12,13:00,개찰완료,3650400,88.772,2024-11-12,도하테크,이은선,이은선,480-27-01672,부산광역시 강서구 대저로3번길52-15 (대저1동)
LDH0873,1,K77지휘차 호스조립체 등 10종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,15018737,14897000,13814470,2024-11-12,13:00,개찰완료,13243300,88.178,2024-11-12,원탑 하이테크,박경순,박경순,143-03-02816,부산광역시 강서구 녹산산업중로100-0 (송정동)
LDH0874,1,K77지휘차 볼트 등 15종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,4442000,4119232,2024-11-12,13:00,유찰,,,,,,,,
LDH0884,1,통신 단자판 등 12품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,11505000,10668336,2024-11-12,13:00,유찰,,,,,,,,
LDH0886,1,K77지휘차 너트 등 10종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,1486205,1478000,1370881,2024-11-12,13:00,개찰완료,1310000,88.143,2024-11-12,주식회사 앰솔,이열우,김삼효,615-81-84363,경상남도 김해시 김해대로2575번길25(어방동)
LDH0862,1,(특무) 스위치 토글식 등 24품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,17194117,17342000,16080771,2024-11-12,13:00,개찰완료,15165097,88.199,2024-11-12,제원테크,문제원,문제원,451-57-00411,경기도 연천군 군남면 삼왕로8
LDH0888,1,K1전차 콘 및 롤러 등 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,13236000,12273568,2024-11-12,13:00,유찰,,,,,,,,
LDH0889,1,K1전차 오링 등 18종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,11481334,11481000,10646907,2024-11-12,13:00,개찰완료,10113019,88.082,2024-11-12,다연테크,홍다연,홍다연,279-16-02212,"부산광역시 부산진구 동평로218, 104동 8층 802호(부암동, 일동미라주 아파트)"
LDH0890,1,K1전차 모의연결기 등 9종 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군종합정비창,ZD00347,육군종합정비창,ZD00347,87.995,,16231000,15050956,2024-11-12,13:00,유찰,,,,,,,,
LGC0034,1,25~27년 얼음정수기 임차용역,용역,총액계약,제한경쟁,적격심사제,Y,육군학생군사학교,ZD00252,육군학생군사학교,ZD00252,87.745,105659639,106012800,106036364,2024-11-12,10:30,개찰완료,92736880,87.769,2024-11-12,나나아울렛,김수나,김수나,660-72-00487,"경기도 안산시 상록구 해양4로31, 109동 2804호(사동, 그랑시티자이)"
LIK0078,1, ‘25년 부대계약 부식(1~3월)(빵류) 제조/구매,물품,단가계약,일반경쟁,적격심사제,Y,제2군수지원여단,ZD01107,제2군수지원여단,ZD01107,82.995,412525.08,408902,596842008,2024-11-12,10:30,개찰완료,342542.45,83.035,2024-11-12,(주)빙그레,김광수,김지훈,132-81-00631,경기도 남양주시 다산순환로45 (다산동)
LPM0048,1,24년 얼음 정수기 임차 계약의뢰(2차)2,용역,총액계약,제한경쟁,적격심사제,Y,제9보병사단사령부,ZD00441,제9보병사단사령부,ZD00441,87.745,241697534,241380000,219436364,2024-11-12,11:00,개찰완료,212090000,87.75,2024-11-13,보름달미디어,양윤재,양윤재,130-36-81899,"경기도 부천시 원미구 부천로66번길57,지하층 C-61호(심곡동,호정빌딩)"
MFH0017,1, EMP성능시험(SE측정시스템) 유지보수 용역,용역,총액계약,일반경쟁,적격심사제,Y,국방시설본부,ZD00554,국방시설본부,ZD00554,87.745,,34294117,31800000,2024-11-12,10:30,순위확정,,,,,,,,
MGA0002,1,00부대 기능실 브리핑 시스템 구축 설치 및 납품,물품,총액계약,일반경쟁,적격심사제,Y,전략사령부,9800121,전략사령부,9800121,82.995,270410951,268715000,249272000,2024-11-12,10:30,개찰완료,224471000,83.011,2024-11-12,주식회사 시트론정보통신,권혁준,권민기,121-86-05679,"인천광역시 서구 가남로61, 에이동 211호(가좌동, 토지산업2차 지식산업센터)"
MHD0096,3,국방 분야 보안과제 적용방안 및 제도정비 연구,용역,총액계약,협상에의한계약(전자),협상,N,방위사업청(운영지원과),1690000,방위사업청(운영지원과),1690000,,70000000,,63636364,2024-11-12,15:00,개찰완료,69272674,98.96,2025-02-18,국민대학교산학협력단,손진식,도윤정,209-82-08395,"서울특별시 성북구 정릉로 77, 국민대학교내(정릉동)"
SCF0905,3,함정 진공식 오수배관 소제 외주용역,용역,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,24000000,25528182,2024-11-12,10:30,유찰,,,,,,,,
SCF0973,1,케이블 조립체  특수목적용  전기용 15EA 제조,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,95000000,88905000,2024-11-12,10:30,유찰,,,,,,,,
SCF0971,1,장치대  탄력형  일반 목적용 등 19종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,83509383,83000000,85366055,2024-11-12,10:30,개찰완료,73486540,87.997,2024-11-12,디앤에스,강다겸,강다겸,526-50-00152,"전라남도 광양시 광장로112-11, 102동 308호(중동, 태영아파트)"
SCF0978,1,DDG 원격 제어밸브 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,438000000,410697273,2024-11-12,10:30,유찰,,,,,,,,
SCF0958,2,아-83호정 No.2 특수추진기 외주정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,90000000,83885455,2024-11-12,10:30,유찰,,,,,,,,
SCF0980,1,(긴급) 밸브  버섯형  엔진용 등 112종,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,305158679,306458000,284170818,2024-11-12,10:30,개찰완료,253289290,83.002,2024-11-12,모두의상사,김영진,김영진,401-73-00153,"인천광역시 부평구 부흥로286번길30, 1401호"
SCF0981,1,FFG 추진전동기 소프트웨어 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,,1224000000,1135505455,2024-11-12,10:30,유찰,,,,,,,,
SCF0972,1,CNC 목공선반 1대 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,23136298,23000000,21818182,2024-11-12,10:30,개찰완료,20359600,87.998,2024-11-12,에이제이코리아,안진,안진,782-19-01573,"인천광역시 미추홀구 낙섬동로9 (용현동, 금호타운) 6-1502"
SCF0974,1,해병대 누수탐지기  등 3종 구매 ,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,,22000000,23636365,2024-11-12,10:30,순위확정,,,,,,,,
